id,original_title,release_date,release_year,runtime,vote_average
64786,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,2010-12-16,2010,107,7.8
46368,The Rig,2010-10-05,2010,90,4.1
70448,All About Evil,2010-05-01,2010,98,5.4
45022,Holy Rollers,2010-05-21,2010,89,6.1
50099,Break Ke Baad,2010-11-26,2010,120,6.0
40663,Gasland,2010-01-24,2010,107,7.0
72914,"Fat, Sick & Nearly Dead",2010-04-16,2010,97,7.2
53190,The Two Escobars,2010-06-22,2010,100,7.5
127717,Freshman Father,2010-06-05,2010,0,5.8
52349,600 kilos d'or pur,2010-03-07,2010,100,5.1
63348,The Encounter,2010-05-03,2010,85,4.9
40016,Birdemic: Shock and Terror,2010-02-27,2010,95,2.1
42189,Kevin Hart: Seriously Funny,2010-07-20,2010,72,7.7
51764,BearCity,2010-06-08,2010,103,5.5
315620,Doctor Who: A Christmas Carol,2010-12-25,2010,62,7.7
52414,ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ,2010-07-28,2010,82,5.2
49679,Action Replayy,2010-11-05,2010,100,4.9
30886,Veer,2010-01-22,2010,160,5.0
52060,Christmas Cupid,2010-12-12,2010,85,5.1
42966,Once Upon a Time in Mumbaai,2010-07-30,2010,135,7.0
40188,Une Petite zone de turbulences,2010-01-12,2010,108,5.5
36736,The Drawn Together Movie: The Movie!,2010-04-20,2010,70,6.7
45839,FRED: The Movie,2010-09-18,2010,89,3.9
52605,Strapped,2010-09-24,2010,95,4.4
53344,Lemmy,2010-03-15,2010,116,6.9
39486,Secretariat,2010-08-20,2010,123,6.6
42950,What if...,2010-08-20,2010,111,6.5
55244,Bill Cunningham New York,2010-03-24,2010,84,8.1
46718,DC Showcase: Green Arrow,2010-09-28,2010,11,7.3
40777,I Hate Luv Storys,2010-07-02,2010,135,6.6
69480,Tabloid,2010-10-01,2010,87,6.3
37757,Never Sleep Again: The Elm Street Legacy,2010-05-04,2010,240,7.1
45523,Louis C.K.: Hilarious,2010-01-26,2010,84,7.9
58107,Burakku Rokku ShÅ«tÄ,2010-07-24,2010,52,6.4
26214,The American Matrix - Age Of Deception,2010-01-01,2010,120,4.1
241829,The Making of The Walking Dead,2010-07-31,2010,30,8.4
39356,Boy,2010-02-14,2010,87,7.3
56811,Cropsey,2010-04-29,2010,85,6.1
53844,Il reste du jambon ?,2010-10-27,2010,90,4.7
45644,Opeth: In Live Concert At The Royal Albert Hall,2010-09-21,2010,163,8.6
37058,I'm Here,2010-03-01,2010,30,7.4
72013,Yu-Gi-Oh! 3D: Bonds Beyond Time,2010-01-23,2010,60,6.0
44950,A Horrible Way to Die,2010-09-14,2010,87,4.7
54527,Into Eternity,2010-11-12,2010,75,7.6
24243,As Melhores Coisas do Mundo,2010-05-22,2010,100,6.4
41397,Joan Rivers: A Piece of Work,2010-01-25,2010,84,6.5
40025,æ’•ç¥¨é¢¨é›²,2010-01-07,2010,93,6.4
550,Fight Club,1999-10-14,1999,139,8.1
603,The Matrix,1999-03-30,1999,136,7.8
14,American Beauty,1999-09-15,1999,122,7.7
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,1999,136,6.3
564,The Mummy,1999-05-06,1999,124,6.3
497,The Green Mile,1999-12-10,1999,189,8.0
745,The Sixth Sense,1999-08-02,1999,107,7.5
36643,The World Is Not Enough,1999-11-08,1999,128,6.0
796,Cruel Intentions,1999-03-05,1999,97,6.5
2668,Sleepy Hollow,1999-11-18,1999,105,6.7
37135,Tarzan,1999-06-18,1999,88,6.9
2105,American Pie,1999-07-09,1999,95,6.4
1844,Entrapment,1999-04-30,1999,112,5.9
863,Toy Story 2,1999-10-30,1999,92,7.2
4951,10 Things I Hate About You,1999-03-30,1999,97,7.2
509,Notting Hill,1999-05-13,1999,124,6.8
817,Austin Powers: The Spy Who Shagged Me,1999-06-08,1999,95,6.0
226,Boys Don't Cry,1999-09-02,1999,118,7.0
9008,The Insider,1999-10-28,1999,157,7.1
926,Galaxy Quest,1999-12-23,1999,102,6.6
345,Eyes Wide Shut,1999-07-14,1999,159,6.8
492,Being John Malkovich,1999-09-30,1999,112,7.1
9535,Analyze This,1999-03-05,1999,103,6.3
10137,Stuart Little,1999-12-17,1999,84,5.6
9481,The Bone Collector,1999-11-01,1999,118,6.5
8487,Wild Wild West,1999-06-29,1999,106,5.2
1911,The 13th Warrior,1999-08-27,1999,102,6.2
9946,End of Days,1999-11-23,1999,121,5.4
1715,The Cider House Rules,1999-12-17,1999,126,6.6
10386,The Iron Giant,1999-08-06,1999,86,7.5
8914,Deep Blue Sea,1999-07-27,1999,105,5.5
9473,"South Park: Bigger, Longer & Uncut",1999-06-30,1999,81,7.0
2112,Payback,1999-02-04,1999,100,6.5
4806,Runaway Bride,1999-07-30,1999,116,5.7
10314,She's All That,1999-01-29,1999,95,5.6
10398,Double Jeopardy,1999-09-24,1999,105,6.1
8374,The Boondock Saints,1999-01-22,1999,108,7.1
1542,Office Space,1999-02-19,1999,89,7.3
1443,The Virgin Suicides,1999-04-21,1999,97,7.0
2277,Bicentennial Man,1999-12-17,1999,131,6.7
2667,The Blair Witch Project,1999-07-14,1999,81,6.3
622,The Ninth Gate,1999-08-24,1999,133,6.2
10400,The Hurricane,1999-09-17,1999,146,7.3
1090,The Thirteenth Floor,1999-04-16,1999,100,6.5
9032,Big Daddy,1999-06-25,1999,93,6.2
8649,Bringing Out the Dead,1999-10-22,1999,121,6.5
8224,8MM,1999-02-25,1999,123,6.0
1832,Dogma,1999-11-12,1999,130,6.6
3558,"Girl, Interrupted",1999-12-21,1999,127,7.5
15400,Mickey's Once Upon a Christmas,1999-12-07,1999,66,6.6
11618,The Haunting,1999-07-23,1999,113,5.3
1641,Forces of Nature,1999-03-12,1999,105,5.2
11622,Blast from the Past,1999-02-12,1999,112,6.2
11374,Edtv,1999-03-26,1999,122,5.4
10207,Message in a Bottle,1999-02-22,1999,131,5.7
2275,The General's Daughter,1999-06-18,1999,116,5.9
10307,Stigmata,1999-09-10,1999,103,5.8
11601,Stir of Echoes,1999-09-10,1999,99,6.3
9451,Election,1999-04-23,1999,99,6.5
332,Inspector Gadget,1999-07-23,1999,78,4.3
334,Magnolia,1999-12-08,1999,188,7.3
2020,The Bachelor,1999-11-05,1999,101,4.5
9423,Virus,1999-01-14,1999,99,4.9
1213,The Talented Mr. Ripley,1999-12-25,1999,139,6.9
9825,Lake Placid,1999-07-15,1999,82,5.3
9781,Detroit Rock City,1999-08-13,1999,95,6.4
9824,Mystery Men,1999-08-06,1999,121,5.4
4816,Ghost Dog: The Way of the Samurai,1999-09-13,1999,116,7.0
49948,Fantasia 2000,1999-12-31,1999,74,6.9
9430,Go,1999-04-09,1999,98,6.9
11355,Never Been Kissed,1999-04-09,1999,107,5.7
12117,Instinct,1999-06-04,1999,126,6.3
13466,October Sky,1999-02-19,1999,108,7.2
6415,Three Kings,1999-09-27,1999,114,6.3
1850,Man on the Moon,1999-12-22,1999,118,6.6
17707,Brokedown Palace,1999-08-13,1999,100,6.3
26177,Annie,1999-11-07,1999,90,5.5
11377,House on Haunted Hill,1999-10-29,1999,93,5.6
12095,From Dusk Till Dawn 2: Texas Blood Money,1999-03-16,1999,88,4.5
18621,Best Laid Plans,1999-04-09,1999,92,5.7
16716,A Christmas Carol,1999-12-05,1999,95,6.1
913,The Thomas Crown Affair,1999-08-06,1999,113,6.7
12618,Random Hearts,1999-10-08,1999,133,5.3
1946,eXistenZ,1999-04-14,1999,97,6.6
20024,The End of the Affair,1999-12-03,1999,102,6.1
11001,Blue Streak,1999-09-17,1999,93,6.0
7341,The Rage: Carrie 2,1999-03-11,1999,104,5.1
1073,Arlington Road,1999-03-19,1999,117,6.9
38809,Black and White,1999-09-04,1999,98,4.7
54982,Introducing Dorothy Dandridge,1999-08-21,1999,120,6.1
10563,Three to Tango,1999-10-22,1999,98,5.0
9455,The Corruptor,1999-03-12,1999,110,6.1
1439,Anna and the King,1999-12-16,1999,148,6.3
12524,Titus,1999-12-25,1999,162,6.4
41586,K-911,1999-12-07,1999,91,5.4
10366,Universal Soldier: The Return,1999-08-05,1999,82,4.5
10154,Mickey Blue Eyes,1999-08-16,1999,102,5.0
12485,Candyman: Day of the Dead,1999-07-09,1999,93,3.6
17198,The Mating Habits of the Earthbound Human,1999-09-03,1999,88,6.0
11944,Joan of Arc,1999-05-16,1999,140,5.8
12596,Pushing Tin,1999-04-23,1999,124,5.5
10213,From Dusk Till Dawn 3: The Hangman's Daughter,1999-10-30,1999,94,4.4
2162,Chill Factor,1999-09-01,1999,101,5.4
17771,Sunshine,1999-09-13,1999,181,4.8
6522,Life,1999-04-16,1999,108,6.6
21349,Anywhere But Here,1999-11-12,1999,114,5.9
2900,The Astronaut's Wife,1999-08-26,1999,109,5.4
9849,My Favorite Martian,1999-02-11,1999,94,5.2
10210,A Midsummer Night's Dream,1999-04-25,1999,116,5.6
10388,The Limey,1999-05-15,1999,89,6.6
10397,Angela's Ashes,1999-12-25,1999,145,7.0
12220,The Story of Us,1999-10-13,1999,95,5.9
14429,Drive Me Crazy,1999-10-01,1999,91,5.9
11119,Fortress 2,1999-10-07,1999,92,3.8
27653,An American Tail 4: The Mystery of the Night Monster,1999-02-04,1999,78,6.1
10208,Muppets from Space,1999-07-14,1999,87,5.7
404,The Straight Story,1999-10-15,1999,112,7.3
24137,An Ideal Husband,1999-04-15,1999,97,6.4
13099,Dak ging san yan lui,1999-06-18,1999,114,6.0
2290,Jakob the Liar,1999-09-16,1999,120,6.1
10402,Deuce Bigalow: Male Gigolo,1999-12-10,1999,88,5.3
16331,The Jack Bull,1999-04-17,1999,116,6.0
6552,Idle Hands,1999-04-30,1999,92,6.1
9563,Any Given Sunday,1999-12-16,1999,150,6.8
30943,The Deep End of the Ocean,1999-03-12,1999,106,5.8
10908,Inferno,1999-09-25,1999,95,5.2
11129,Human Traffic,1999-06-04,1999,99,6.8
22314,In Too Deep,1999-08-25,1999,97,6.5
11353,Bowfinger,1999-08-12,1999,97,6.0
10342,Teaching Mrs. Tingle,1999-08-11,1999,96,5.3
13787,Holy Smoke,1999-09-04,1999,115,5.8
10279,Summer of Sam,1999-07-02,1999,142,6.5
14709,Varsity Blues,1999-01-15,1999,106,5.7
21039,Rogue Trader,1999-01-01,1999,101,5.8
10350,Wing Commander,1999-03-11,1999,100,4.1
42739,The War Zone,1999-06-11,1999,98,7.4
20770,But I'm a Cheerleader,1999-09-12,1999,85,6.4
15556,At First Sight,1999-01-15,1999,128,6.0
13824,Superstar,1999-10-08,1999,81,4.8
10354,True Crime,1999-03-19,1999,127,6.1
3293,Pirates of Silicon Valley,1999-05-10,1999,97,6.6
10490,Drop Dead Gorgeous,1999-07-23,1999,98,6.2
9684,Sweet and Lowdown,1999-12-03,1999,95,6.5
10219,Snow Falling on Cedars,1999-12-22,1999,127,6.5
16162,The Best Man,1999-10-22,1999,120,7.8
16172,Simply Irresistible,1999-02-05,1999,95,6.2
26149,Music of the Heart,1999-10-29,1999,124,6.7
19594,Bartok the Magnificent,1999-11-15,1999,67,5.8
13428,Two Hands,1999-07-29,1999,103,5.4
11779,Buena Vista Social Club,1999-02-17,1999,105,7.1
10390,For Love of the Game,1999-09-17,1999,137,6.3
15198,"Mystery, Alaska",1999-10-01,1999,119,5.8
16379,The Mod Squad,1999-03-26,1999,92,4.5
30923,Alice in Wonderland,1999-02-28,1999,150,6.3
16158,The Wood,1999-07-16,1999,106,7.6
10399,Mansfield Park,1999-11-12,1999,112,6.5
15256,200 Cigarettes,1999-02-26,1999,101,6.5
10212,Ravenous,1999-03-16,1999,100,6.6
8970,The Out-of-Towners,1999-04-02,1999,90,5.2
9465,Cookie's Fortune,1999-01-22,1999,118,6.2
14242,American Movie,1999-11-05,1999,107,7.5
18681,Eye of the Beholder,1999-09-04,1999,109,5.3
10047,Joan of Arc,1999-10-18,1999,148,6.1
18417,The Other Sister,1999-02-26,1999,130,5.9
70772,Don't Look Under the Bed,1999-10-09,1999,100,5.9
35215,Smart House,1999-06-26,1999,82,4.7
22509,The Devil's Arithmetic,1999-03-28,1999,95,5.9
5470,Beowulf,1999-04-01,1999,95,4.5
20761,Play It to the Bone,1999-12-25,1999,124,5.3
815,Animal Farm,1999-10-03,1999,91,5.6
31183,The Magical Legend of the Leprechauns,1999-11-07,1999,139,6.4
24066,"Happy, Texas",1999-12-03,1999,98,5.3
53875,Journey to the Center of the Earth,1999-07-07,1999,180,5.2
13589,Eddie Izzard: Dress to Kill,1999-06-14,1999,114,7.1
24071,Mumford,1999-09-24,1999,112,5.6
22267,Ride with the Devil,1999-11-24,1999,138,6.6
18212,Better Than Chocolate,1999-02-14,1999,101,5.8
18892,Jawbreaker,1999-01-30,1999,87,5.6
10496,Bats,1999-10-22,1999,91,4.2
46435,Topsy-Turvy,1999-09-03,1999,160,6.5
16406,Dick,1999-08-04,1999,94,5.7
31582,Flawless,1999-11-26,1999,112,6.2
47288,The King and I,1999-03-19,1999,87,4.7
10916,Babylon 5: A Call to Arms,1999-01-03,1999,94,6.8
28029,A Walk on the Moon,1999-01-29,1999,107,6.4
10359,Resurrection,1999-06-05,1999,103,6.1
14005,Terror Firmer,1999-05-01,1999,114,6.3
14578,Outside Providence,1999-08-16,1999,96,5.6
54004,Passport to Paris,1999-11-09,1999,87,6.1
5319,Hum Dil De Chuke Sanam,1999-06-18,1999,188,6.6
25752,Children of the Corn 666: Isaac's Return,1999-10-19,1999,82,3.4
12479,Breakfast of Champions,1999-02-13,1999,110,4.8
28902,In Dreams,1999-01-15,1999,100,4.7
14484,Body Shots,1999-10-07,1999,106,4.6
17078,Rang-e khoda,1999-02-08,1999,90,6.8
194113,Blackadder Back & Forth,1999-12-06,1999,33,6.8
12594,Wishmaster 2: Evil Never Dies,1999-03-12,1999,96,4.9
17709,Dudley Do-Right,1999-08-27,1999,77,3.5
16508,Doug's 1st Movie,1999-03-26,1999,77,5.4
29698,Ratcatcher,1999-11-12,1999,94,7.2
17870,Chris Rock: Bigger & Blacker,1999-07-10,1999,65,7.4
1812,Trick,1999-07-23,1999,89,6.5
22345,Baby Geniuses,1999-03-12,1999,97,3.8
25172,Komodo,1999-01-01,1999,90,4.5
10381,Plunkett & MacLeane,1999-01-22,1999,93,5.9
28918,David Copperfield,1999-12-25,1999,185,7.3
64202,Batman Beyond: The Movie,1999-01-10,1999,132,6.4
83965,The Thirteenth Year,1999-05-15,1999,95,5.5
10557,East Is East,1999-05-14,1999,97,6.5
39964,Lost & Found,1999-04-23,1999,95,4.8
199620,Walking with Dinosaurs,1999-10-04,1999,180,7.4
24020,Johnny Tsunami,1999-07-24,1999,88,4.9
36251,Switching Goals,1999-12-12,1999,85,4.2
43423,Bad ma ra khahad bord,1999-09-06,1999,118,5.5
10482,Guest House Paradiso,1999-12-03,1999,89,5.6
10368,Tea with Mussolini,1999-03-25,1999,117,5.7
32874,"Sabrina, Down Under",1999-01-01,1999,120,4.7
34513,George Carlin: You Are All Diseased,1999-02-06,1999,65,6.9
53915,Come te nessuno mai,1999-10-01,1999,90,5.2
40863,æˆé¾çš„ç‰¹æŠ€,1999-03-30,1999,94,6.9
17681,Scooby-Doo! and the Witch's Ghost,1999-11-05,1999,70,6.8
310154,Storm of the Century,1999-02-14,1999,257,5.2
185789,Mulholland Dr.,1999-01-01,1999,88,5.9
31524,Sarfarosh,1999-04-30,1999,162,7.0
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,2001,178,7.8
671,Harry Potter and the Philosopher's Stone,2001-11-16,2001,152,7.2
1018,Mulholland Drive,2001-05-16,2001,147,7.4
141,Donnie Darko,2001-01-18,2001,113,7.5
585,"Monsters, Inc.",2001-11-01,2001,92,7.3
644,A.I. Artificial Intelligence,2001-06-29,2001,146,6.6
808,Shrek,2001-05-16,2001,90,7.1
634,Bridget Jones's Diary,2001-04-13,2001,97,6.5
161,Ocean's Eleven,2001-12-07,2001,116,7.0
676,Pearl Harbor,2001-05-21,2001,183,6.6
1734,The Mummy Returns,2001-04-28,2001,130,5.8
10865,Atlantis: The Lost Empire,2001-06-02,2001,95,6.5
1995,Lara Croft: Tomb Raider,2001-06-11,2001,100,5.6
453,A Beautiful Mind,2001-12-11,2001,135,7.5
2770,American Pie 2,2001-08-10,2001,108,5.9
9880,The Princess Diaries,2001-08-03,2001,115,6.3
824,Moulin Rouge!,2001-03-09,2001,127,7.2
869,Planet of the Apes,2001-07-25,2001,119,5.5
9428,The Royal Tenenbaums,2001-10-05,2001,110,7.3
4133,Blow,2001-04-04,2001,124,7.3
853,Enemy at the Gates,2001-03-13,2001,131,7.1
855,Black Hawk Down,2001-12-28,2001,144,7.1
8835,Legally Blonde,2001-07-13,2001,96,6.1
9476,A Knight's Tale,2001-05-11,2001,132,6.5
9398,Zoolander,2001-09-28,2001,89,6.1
11397,Not Another Teen Movie,2001-12-07,2001,89,5.3
4248,Scary Movie 2,2001-07-04,2001,83,5.5
5175,Rush Hour 2,2001-08-03,2001,90,6.5
2034,Training Day,2001-10-05,2001,122,7.2
1933,The Others,2001-08-02,2001,101,7.1
12589,Jimmy Neutron: Boy Genius,2001-12-21,2001,83,5.5
2294,Jay and Silent Bob Strike Back,2001-08-22,2001,104,6.3
9778,Serendipity,2001-10-05,2001,90,6.6
10992,Cats & Dogs,2001-07-04,2001,87,5.0
1903,Vanilla Sky,2001-12-10,2001,136,6.3
13931,Mike's New Car,2001-12-31,2001,4,6.8
2140,Kiss of the Dragon,2001-07-06,2001,98,6.3
1535,Spy Game,2001-11-18,2001,126,6.5
9705,Swordfish,2001-06-07,2001,99,6.0
9889,Shallow Hal,2001-11-01,2001,114,5.5
15167,Barbie in the Nutcracker,2001-09-30,2001,76,6.5
18269,Lady and the Tramp II: Scamp's Adventure,2001-02-18,2001,69,5.8
9989,AntiTrust,2001-01-12,2001,108,5.6
2114,Final Fantasy: The Spirits Within,2001-07-02,2001,106,5.6
9081,Waking Life,2001-01-23,2001,99,7.2
2057,Original Sin,2001-08-03,2001,118,5.8
10808,Dr. Dolittle 2,2001-06-22,2001,87,4.9
8007,Behind Enemy Lines,2001-11-17,2001,106,5.9
8922,Jeepers Creepers,2001-07-01,2001,90,6.0
11232,Kate & Leopold,2001-12-25,2001,118,5.8
11467,America's Sweethearts,2001-07-17,2001,102,5.4
768,From Hell,2001-10-19,2001,122,6.4
2100,The Last Castle,2001-10-19,2001,131,7.1
2043,Along Came a Spider,2001-04-06,2001,104,5.8
39939,Super Troopers,2001-01-18,2001,100,6.7
2018,The Wedding Planner,2001-01-26,2001,103,5.4
9896,Rat Race,2001-07-30,2001,112,5.9
5279,Gosford Park,2001-11-07,2001,137,6.6
11470,Jason X,2001-07-24,2001,91,4.3
6073,The Mexican,2001-03-01,2001,123,5.7
10866,Joy Ride,2001-10-05,2001,97,6.2
10950,I Am Sam,2001-12-28,2001,132,7.2
467,The Hole,2001-04-20,2001,102,6.2
10596,Replicant,2001-05-11,2001,100,4.8
10829,Tremors 3: Back to Perfection,2001-10-02,2001,104,5.2
2144,One Night at McCool's,2001-04-19,2001,93,5.5
12508,Rock Star,2001-09-04,2001,105,5.9
22643,Mickey's House of Villains,2001-11-15,2001,70,6.4
167,K-PAX,2001-10-22,2001,120,7.0
12658,Someone Like You...,2001-03-30,2001,97,6.0
17203,Blow Dry,2001-03-01,2001,91,5.4
12103,Don't Say a Word,2001-09-28,2001,113,6.1
9378,Thir13en Ghosts,2001-10-26,2001,91,5.2
9290,Crocodile Dundee in Los Angeles,2001-04-12,2001,92,4.8
12149,Frailty,2001-11-17,2001,100,6.8
21448,Mickey's Magical Christmas: Snowed in at the House of Mouse,2001-11-06,2001,65,6.4
5852,Angel Eyes,2001-05-15,2001,102,5.6
11457,Life as a House,2001-10-25,2001,125,7.0
6440,The Shipping News,2001-12-18,2001,111,6.3
11313,Hearts in Atlantis,2001-09-07,2001,101,6.3
1548,Ghost World,2001-07-20,2001,111,6.9
2176,The Glass House,2001-09-14,2001,106,5.3
2749,15 Minutes,2001-03-01,2001,120,5.7
11065,O,2001-08-31,2001,95,5.8
20857,Hardball,2001-09-14,2001,106,6.4
9397,Evolution,2001-06-08,2001,101,5.4
10050,Get Over It,2001-03-08,2001,87,5.6
10833,Heartbreakers,2001-03-23,2001,123,5.6
8489,Ali,2001-12-11,2001,157,6.7
331214,Band of Brothers,2001-09-09,2001,705,8.0
10972,Session 9,2001-08-10,2001,100,6.0
11371,The Score,2001-07-13,2001,124,6.6
1365,Monster's Ball,2001-11-11,2001,111,6.4
10956,Joe Dirt,2001-04-10,2001,91,5.5
25587,The Land Before Time VIII: The Big Freeze,2001-12-04,2001,75,6.1
10877,Exit Wounds,2001-03-13,2001,101,5.0
2575,The Tailor of Panama,2001-02-11,2001,109,5.7
1921,Sweet November,2001-02-16,2001,119,6.5
8386,How High,2001-12-21,2001,93,6.5
16300,Down to Earth,2001-02-16,2001,87,4.7
10646,Tomcats,2001-03-30,2001,95,4.8
6007,Elling,2001-03-16,2001,89,6.6
11086,The Majestic,2001-12-21,2001,152,6.5
12138,3000 Miles to Graceland,2001-02-23,2001,125,5.4
15024,The Mists of Avalon,2001-07-15,2001,183,6.0
23949,Tape,2001-01-26,2001,86,6.6
28635,Wishmaster 3: Beyond the Gates of Hell,2001-10-23,2001,89,4.1
14034,What's the Worst That Could Happen?,2001-05-31,2001,94,5.1
14752,Dil Chahta Hai,2001-07-24,2001,183,7.3
10016,Ghosts of Mars,2001-08-24,2001,98,4.6
10878,Saving Silverman,2001-02-09,2001,90,5.2
2779,The Curse of the Jade Scorpion,2001-08-05,2001,103,6.1
11091,Riding in Cars with Boys,2001-10-19,2001,132,6.4
10706,Mimic 2,2001-07-17,2001,82,4.5
12610,Osmosis Jones,2001-08-07,2001,95,5.6
10778,The Man Who Wasn't There,2001-05-13,2001,116,7.1
10796,The One,2001-11-02,2001,87,5.5
9104,Buffalo Soldiers,2001-09-08,2001,98,6.6
24940,Head Over Heels,2001-02-02,2001,86,5.3
10491,Enigma,2001-01-22,2001,119,5.9
9799,The Fast and the Furious,2001-06-22,2001,106,6.4
441,Human Nature,2001-05-18,2001,96,5.7
9816,Save the Last Dance,2001-01-12,2001,112,6.4
19076,The Affair of the Necklace,2001-11-20,2001,118,5.3
9517,Bully,2001-06-15,2001,113,6.3
59940,Zebra Lounge,2001-10-04,2001,93,4.0
1999,In the Bedroom,2001-11-23,2001,130,5.6
10054,Spy Kids,2001-03-18,2001,88,5.5
5955,The Pledge,2001-01-09,2001,123,6.1
13403,Hedwig and the Angry Inch,2001-07-20,2001,95,7.2
9991,Mean Machine,2001-12-26,2001,99,6.1
3172,Bandits,2001-10-12,2001,123,6.1
11090,The Animal,2001-06-01,2001,84,4.5
7501,Knockaround Guys,2001-09-07,2001,92,5.7
14543,The Matrix Revisited,2001-11-19,2001,123,6.5
56715,Just Visiting,2001-04-06,2001,88,4.7
10691,Crazy/Beautiful,2001-06-29,2001,99,6.6
16229,Prozac Nation,2001-09-08,2001,95,6.0
28171,Safar e Ghandehar,2001-05-11,2001,85,4.5
10477,Driven,2001-04-27,2001,116,4.8
14369,Out Cold,2001-11-21,2001,89,6.1
11845,Intimacy,2001-01-20,2001,119,6.5
27601,Citizen Toxie: The Toxic Avenger IV,2001-11-01,2001,109,6.3
5764,Princess of Thieves,2001-03-11,2001,88,5.7
13496,American Outlaws,2001-08-17,2001,94,5.8
9740,Hannibal,2001-02-08,2001,131,6.3
11456,Domestic Disturbance,2001-10-30,2001,89,5.4
14782,The Unsaid,2001-09-14,2001,111,6.5
2084,Birthday Girl,2001-09-06,2001,93,6.1
19405,Recess: School's Out,2001-01-27,2001,83,6.5
26290,Me Without You,2001-11-01,2001,107,7.0
4965,Impostor,2001-12-03,2001,102,5.9
32577,The Parole Officer,2001-06-12,2001,93,5.6
20755,Air Bud 3: World Pup,2001-06-29,2001,83,4.7
9523,Lantana,2001-10-04,2001,121,6.2
21597,Elvira's Haunted Hills,2001-06-22,2001,90,5.6
13503,Texas Rangers,2001-11-30,2001,110,5.6
51532,Prince Charming,2001-07-13,2001,91,5.4
12660,Charlotte Gray,2001-12-17,2001,121,5.4
24478,Beethoven's 4th,2001-12-04,2001,93,4.4
26602,Summer Catch,2001-08-22,2001,108,4.8
2171,Wet Hot American Summer,2001-07-27,2001,97,6.5
10984,Valentine,2001-02-01,2001,96,4.9
31002,Ticker,2001-01-01,2001,92,3.6
11088,Heist,2001-11-09,2001,107,6.5
6935,Yamakasi - Les samouraÃ¯s des temps modernes,2001-04-04,2001,90,5.9
38975,Jack and the Beanstalk: The Real Story,2001-12-02,2001,174,6.0
4012,The Believer,2001-01-19,2001,98,6.8
34549,Max Keeble's Big Move,2001-10-05,2001,86,5.3
23685,Monkeybone,2001-02-23,2001,93,4.0
39180,See Spot Run,2001-03-02,2001,94,4.8
16550,Storytelling,2001-11-08,2001,87,5.8
50035,Lovely & Amazing,2001-08-31,2001,91,6.3
20536,61*,2001-04-28,2001,129,5.8
18976,Attila,2001-01-01,2001,177,6.2
10615,Pootie Tang,2001-06-29,2001,81,5.8
57047,The Fourth Angel,2001-08-15,2001,96,6.5
17708,Corky Romano,2001-10-12,2001,86,4.4
12312,Joe Somebody,2001-12-21,2001,99,5.5
1783,To End All Wars,2001-09-02,2001,108,6.3
32593,Snow White,2001-10-28,2001,93,5.6
11889,Iris,2001-12-14,2001,91,5.7
31010,Uprising,2001-01-01,2001,177,6.0
11469,Black Knight,2001-11-21,2001,95,5.4
9648,The Man Who Sued God,2001-10-25,2001,97,5.7
26976,Wit,2001-02-09,2001,99,5.8
15601,Scooby-Doo and the Cyber Chase,2001-10-09,2001,75,6.7
331,Jurassic Park III,2001-07-18,2001,92,5.6
15192,The Grey Zone,2001-09-13,2001,108,5.6
19366,Josie and the Pussycats,2001-04-06,2001,98,5.2
1722,Captain Corelli's Mandolin,2001-08-17,2001,131,5.6
28308,The Body,2001-04-13,2001,109,4.5
37632,The Order,2001-12-10,2001,89,3.8
26014,Good Advice,2001-11-15,2001,93,5.7
2141,James Dean,2001-08-04,2001,90,6.7
13166,Freddy Got Fingered,2001-04-18,2001,87,4.3
20004,Epoch,2001-11-24,2001,96,3.9
26840,Shrek in the Swamp Karaoke Dance Party,2001-01-01,2001,3,5.4
29742,Zenon: The Zequel,2001-01-12,2001,100,4.7
15647,Kissing Jessica Stein,2001-04-21,2001,97,5.9
30416,Stanley Kubrick: A Life in Pictures,2001-05-02,2001,141,7.5
71885,Motocrossed,2001-02-16,2001,110,4.2
40415,Le vÃ©lo de Ghislain Lambert,2001-09-14,2001,119,7.1
11370,The Musketeer,2001-09-07,2001,104,5.1
35080,The Cat's Meow,2001-08-03,2001,114,5.7
12484,The Forsaken,2001-04-27,2001,90,4.6
35583,The Lost Battalion,2001-12-02,2001,92,6.0
18734,L.I.E. Long Island Expressway,2001-01-20,2001,97,5.2
20309,Say It Isn't So,2001-03-12,2001,95,5.1
9683,Bubble Boy,2001-08-24,2001,84,4.6
200813,The Blue Planet,2001-09-12,2001,400,6.9
12900,Conspiracy,2001-05-19,2001,96,6.3
20794,Novocaine,2001-11-23,2001,95,5.9
16723,Sugar & Spice,2001-01-24,2001,81,5.4
36269,Winning London,2001-03-27,2001,93,5.7
43575,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,2001-10-14,2001,74,6.0
11380,Bones,2001-10-24,2001,96,4.0
1282,Dogtown and Z-Boys,2001-01-18,2001,91,6.7
27834,CQ,2001-05-12,2001,88,5.9
26475,The Anniversary Party,2001-05-15,2001,115,5.6
57892,Vizontele,2001-02-02,2001,110,7.2
13408,The Wash,2001-11-16,2001,93,5.6
